roll_year,roll_number,address,assessed_value,assessment_class,assessment_class_description,re_assessed_value,comm_code,comm_name,multipolygon,land_use_designation,property_type,land_size_sm,land_size_sf,land_size_ac,nr_assessed_value,year_of_construction,sub_property_use
2022,2004505,3420 80 AV NE,963500.0,RE,Residential,963500.0,CIA,CALGARY INTERNATIONAL AIRPORT,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9845515, 51.1252973], [-113.9845517, 51.1261217], [-113.9873154, 51.1261164], [-113.9873154, 51.1252919], [-113.9845515, 51.1252973]]]]}",S-FUD,LO,17742.6,190986.0,4.38,,,
2022,3000502,9220R 36 ST NE,384000.0,NR,Non-residential,,SRI,SADDLE RIDGE INDUSTRIAL,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9772801, 51.1360132], [-113.9785863, 51.1360142], [-113.9785872, 51.1356471], [-113.9785881, 51.1351897], [-113.9772817, 51.1351886], [-113.9772808, 51.1356461], [-113.9772801, 51.1360132]]]]}",S-SPR,LO,8386.0,90269.0,2.07,384000.0,,
2022,3001401,4515 88 AV NE,597500.0,RE,Residential,597500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9698947, 51.1306982], [-113.9696428, 51.130698], [-113.9695568, 51.1306951], [-113.9695556, 51.1306979], [-113.9689074, 51.1306957], [-113.9685697, 51.1306948], [-113.9685697, 51.1307497], [-113.9685697, 51.1311992], [-113.9685696, 51.1312208], [-113.9685694, 51.1315291], [-113.9685694, 51.1315453], [-113.9685694, 51.1315506], [-113.9685691, 51.1318696], [-113.9685691, 51.1318912], [-113.968569, 51.1320352], [-113.968569, 51.1320568], [-113.9685687, 51.132334], [-113.9685687, 51.1323503], [-113.9685687, 51.1324364], [-113.9695554, 51.1324368], [-113.9696426, 51.1324369], [-113.9698925, 51.132437], [-113.9698947, 51.1306982]]]]}",S-FUD,LI,17934.6,193053.0,4.43,,1972.0,RAWDL
2022,200414878,102 417 3 AV NE,262500.0,RE,Residential,262500.0,CRE,CRESCENT HEIGHTS,"{'type': 'MultiPolygon', 'coordinates': [[[[-114.0530129, 51.0551744], [-114.0535529, 51.055177], [-114.0535546, 51.0548465], [-114.0530135, 51.0548453], [-114.0530129, 51.0551744]]]]}",M-C2,LI,1380.0,14855.0,0.34,,2003.0,
2022,3002003,5111 88 AV NE,565000.0,RE,Residential,565000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9613031, 51.1311861], [-113.9613036, 51.1307406], [-113.9613036, 51.1307352], [-113.9613036, 51.1307268], [-113.9613037, 51.1306858], [-113.960577, 51.1306849], [-113.95985, 51.130684], [-113.95985, 51.1307251], [-113.95985, 51.1307388], [-113.9598479, 51.1324231], [-113.9613015, 51.132425], [-113.9613016, 51.132402], [-113.9613022, 51.1318889], [-113.9613028, 51.1313964], [-113.9613028, 51.1313748], [-113.9613031, 51.1311861]]]]}",S-FUD,LI,19684.6,211890.0,4.86,,1960.0,RAWDL
2022,200414886,201 417 3 AV NE,244000.0,RE,Residential,244000.0,CRE,CRESCENT HEIGHTS,"{'type': 'MultiPolygon', 'coordinates': [[[[-114.0530129, 51.0551744], [-114.0535529, 51.055177], [-114.0535546, 51.0548465], [-114.0530135, 51.0548453], [-114.0530129, 51.0551744]]]]}",M-C2,LI,1380.0,14855.0,0.34,,2003.0,
2022,3002102,8825 52 ST NE,710500.0,RE,Residential,710500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.95985, 51.130684], [-113.9585403, 51.1306824], [-113.958538, 51.1324212], [-113.9598479, 51.1324231], [-113.95985, 51.1307388], [-113.95985, 51.1307251], [-113.95985, 51.130684]]]]}",DC,LI,17740.4,190962.0,4.38,,2003.0,RAWDL
2023,53020301,4723 MEMORIAL DR SE,369000.0,RE,Residential,369000.0,FHT,FOREST HEIGHTS,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.965537, 51.0524128], [-113.9655379, 51.0527142], [-113.9657726, 51.0527139], [-113.9657716, 51.0524126], [-113.965537, 51.0524128]]]]}",R-C1,LI,551.4,5935.0,0.14,,1968.0,RE0110
2022,200414944,2 316 CEDAR CR SW,177000.0,RE,Residential,177000.0,SPR,SPRUCE CLIFF,"{'type': 'MultiPolygon', 'coordinates': [[[[-114.1333843, 51.0508899], [-114.1338792, 51.0510607], [-114.1343756, 51.0507497], [-114.1342641, 51.0507038], [-114.1341554, 51.0506553], [-114.1340496, 51.0506043], [-114.1333843, 51.0508899]]]]}",M-C1,LI,1666.0,17933.0,0.41,,1965.0,
2022,3002201,8607 52 ST NE,456500.0,RE,Residential,456500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9598478, 51.1289459], [-113.9585378, 51.1289449], [-113.9585366, 51.1306841], [-113.9598466, 51.1306854], [-113.959847, 51.1302043], [-113.9598471, 51.1300106], [-113.9598471, 51.1299889], [-113.9598473, 51.1296344], [-113.9598478, 51.1289989], [-113.9598478, 51.1289499], [-113.9598478, 51.1289459]]]]}","DC,M-H2,S-SPR",LO,17740.5,190964.0,4.38,,,RAWDL
2023,10104503,111 HUNTINGTON GR NE,466500.0,RE,Residential,466500.0,HUN,HUNTINGTON HILLS,"{'type': 'MultiPolygon', 'coordinates': [[[[-114.0553387, 51.1217401], [-114.0555259, 51.1217403], [-114.0555266, 51.1214636], [-114.0553394, 51.1214635], [-114.0553387, 51.1217401]]]]}",R-C1,LI,403.3,4341.0,0.1,,1972.0,RE0110
2022,3002904,8608 METIS TR NE,580000.0,RE,Residential,580000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9698965, 51.1289585], [-113.9696437, 51.1289577], [-113.9695565, 51.1289575], [-113.9685699, 51.1289545], [-113.9685699, 51.1289584], [-113.9685699, 51.1290394], [-113.9685699, 51.1292572], [-113.9685699, 51.1292734], [-113.9685699, 51.1292788], [-113.9685698, 51.1295645], [-113.9685698, 51.1295861], [-113.9685697, 51.1306948], [-113.9695556, 51.1306979], [-113.9696428, 51.130698], [-113.9698947, 51.1306982], [-113.9698965, 51.1289585]]]]}",S-FUD,LI,17971.2,193447.0,4.44,,1969.0,RAWDL
2022,3003100,4615 84 AV NE,584500.0,RE,Residential,584500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9671193, 51.1287738], [-113.9685725, 51.1287754], [-113.9685745, 51.127092], [-113.9685746, 51.1270372], [-113.9685419, 51.1270372], [-113.9671214, 51.1270355], [-113.9671193, 51.1287738]]]]}",S-FUD,LI,19684.4,211889.0,4.86,,1966.0,RAWDL
2022,3003209,4719 84 AV NE,581000.0,RE,Residential,581000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9656682, 51.1270337], [-113.9656661, 51.1287721], [-113.9671193, 51.1287738], [-113.9671214, 51.1270355], [-113.9662273, 51.1270344], [-113.9661616, 51.1270343], [-113.9656682, 51.1270337]]]]}",S-FUD,LI,19686.8,211914.0,4.86,,1961.0,RAWDL
2022,3003308,4811 84 AV NE,612000.0,RE,Residential,612000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9642093, 51.12877], [-113.9656629, 51.1287713], [-113.9656639, 51.1270325], [-113.9642098, 51.1270307], [-113.9642093, 51.12877]]]]}",S-FUD,LI,19688.8,211935.0,4.87,,1968.0,"RAWDL,RE0100"
2022,3003407,4907 84 AV NE,676500.0,RE,Residential,676500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9627557, 51.1287686], [-113.9642093, 51.12877], [-113.9642098, 51.1270307], [-113.9627558, 51.1270289], [-113.9627557, 51.1287686]]]]}",S-FUD,LI,19690.8,211957.0,4.87,,1960.0,RAWDL
2022,3003506,5029 84 AV NE,587000.0,RE,Residential,587000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9613021, 51.1287672], [-113.9627557, 51.1287686], [-113.9627558, 51.1270289], [-113.9613017, 51.1270276], [-113.9613021, 51.1287672]]]]}",S-FUD,LI,19693.0,211980.0,4.87,,1968.0,
2022,3003605,5119 84 AV NE,598000.0,RE,Residential,598000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9598481, 51.1287656], [-113.9613021, 51.1287672], [-113.9613017, 51.1270276], [-113.9598485, 51.1270266], [-113.9598481, 51.1287656]]]]}",S-FUD,LI,19698.3,212037.0,4.87,,1967.0,
2022,3003704,8415 52 ST NE,577000.0,RE,Residential,577000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9585373, 51.1270245], [-113.9585378, 51.1287641], [-113.9598481, 51.1287656], [-113.9598485, 51.1270266], [-113.9585373, 51.1270245]]]]}",S-CI,LI,17750.9,191076.0,4.39,,1965.0,RAWDL
2022,4000501,6804 89 AV NE,2100000.0,RE,Residential,2100000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9407112, 51.1352722], [-113.9407111, 51.1351791], [-113.940711, 51.1350859], [-113.9407109, 51.1349927], [-113.9407108, 51.1348996], [-113.9407107, 51.1348064], [-113.9407105, 51.1346529], [-113.9407102, 51.1344055], [-113.9407101, 51.1342383], [-113.9407099, 51.1340889], [-113.9407099, 51.1340886], [-113.9394035, 51.1340894], [-113.9394037, 51.1343624], [-113.9394039, 51.1345061], [-113.9394039, 51.1345277], [-113.9394042, 51.1347758], [-113.9394044, 51.1350238], [-113.9394045, 51.1350454], [-113.9394046, 51.1351892], [-113.9394046, 51.1352107], [-113.9394049, 51.1354588], [-113.9394771, 51.135459], [-113.9396251, 51.1354589], [-113.9397731, 51.1354589], [-113.9399298, 51.1354588], [-113.9400866, 51.1354588], [-113.9402433, 51.1354587], [-113.9404, 51.1354587], [-113.9405568, 51.1354586], [-113.9407114, 51.1354585], [-113.9407113, 51.1353654], [-113.9407112, 51.1352722]]]]}",S-FUD,LI,13928.4,149929.0,3.44,,1973.0,RE0100
2023,10104602,113 HUNTINGTON GR NE,470000.0,RE,Residential,470000.0,HUN,HUNTINGTON HILLS,"{'type': 'MultiPolygon', 'coordinates': [[[[-114.0555259, 51.1217403], [-114.0557087, 51.1217404], [-114.0557094, 51.1214638], [-114.0555266, 51.1214636], [-114.0555259, 51.1217403]]]]}",R-C1,LI,393.9,4240.0,0.1,,1972.0,RE0110
2022,4000907,6827 89 AV NE,2780000.0,RE,Residential,2780000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9367784, 51.1325245], [-113.9366218, 51.1325245], [-113.9364564, 51.1325245], [-113.9362997, 51.1325245], [-113.9361344, 51.1325245], [-113.935969, 51.1325245], [-113.9357127, 51.1325245], [-113.9353722, 51.1325238], [-113.9353761, 51.1338107], [-113.9355067, 51.1338929], [-113.9367919, 51.1338925], [-113.9367869, 51.1325245], [-113.9367784, 51.1325245]]]]}","R-G,R-Gm",LO,15051.0,162013.0,3.72,,,"RAWDL,RE0100"
2022,4001103,6811 89 AV NE,2220000.0,RE,Residential,2220000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9393932, 51.1325226], [-113.9392365, 51.1325227], [-113.9390798, 51.1325227], [-113.938923, 51.1325228], [-113.9387663, 51.1325228], [-113.9386096, 51.1325229], [-113.9384528, 51.1325229], [-113.9382961, 51.132523], [-113.9380969, 51.1325231], [-113.938098, 51.133892], [-113.9394042, 51.1338916], [-113.939403, 51.1325224], [-113.9393932, 51.1325226]]]]}",S-FUD,LI,13927.7,149922.0,3.44,,1973.0,"RAWDL,RE0100"
2023,10104701,115 HUNTINGTON GR NE,400000.0,RE,Residential,400000.0,HUN,HUNTINGTON HILLS,"{'type': 'MultiPolygon', 'coordinates': [[[[-114.0557087, 51.1217404], [-114.0558915, 51.1217406], [-114.0558923, 51.121464], [-114.0557094, 51.1214638], [-114.0557087, 51.1217404]]]]}",R-C1,LI,393.9,4240.0,0.1,,1972.0,RE0110
2022,4001301,655 SADDLECREEK WY NE,448000.0,RE,Residential,448000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9544257, 51.1253497], [-113.9543365, 51.1253488], [-113.9543179, 51.1253498], [-113.9542998, 51.1253529], [-113.9542829, 51.1253578], [-113.9542676, 51.1253646], [-113.9542544, 51.1253729], [-113.9542437, 51.1253825], [-113.9542358, 51.1253931], [-113.954231, 51.1254045], [-113.9542294, 51.1254162], [-113.9542292, 51.1256893], [-113.9542935, 51.1257298], [-113.9544262, 51.1257298], [-113.9544257, 51.1253497]]]]}",R-1N,LI,561.5,6044.0,0.14,,2000.0,
2022,4001400,651 SADDLECREEK WY NE,455000.0,RE,Residential,455000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9544257, 51.1253497], [-113.9544262, 51.1257298], [-113.9545916, 51.1257298], [-113.9545911, 51.1253496], [-113.9544257, 51.1253497]]]]}",R-1N,LI,491.0,5285.0,0.12,,2001.0,
2022,4001509,647 SADDLECREEK WY NE,467500.0,RE,Residential,467500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9545911, 51.1253496], [-113.9545916, 51.1257298], [-113.954757, 51.1257298], [-113.9547565, 51.1253495], [-113.9545911, 51.1253496]]]]}",R-1N,LI,491.0,5285.0,0.12,,2000.0,
2023,10104800,117 HUNTINGTON GR NE,456000.0,RE,Residential,456000.0,HUN,HUNTINGTON HILLS,"{'type': 'MultiPolygon', 'coordinates': [[[[-114.0558915, 51.1217406], [-114.0560743, 51.1217408], [-114.056075, 51.1214641], [-114.0558923, 51.121464], [-114.0558915, 51.1217406]]]]}",R-C1,LI,393.9,4240.0,0.1,,1973.0,RE0110
2022,4001608,643 SADDLECREEK WY NE,434500.0,RE,Residential,434500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9547565, 51.1253495], [-113.954757, 51.1257298], [-113.954805, 51.1257298], [-113.9548638, 51.1257291], [-113.9549224, 51.1257268], [-113.9549219, 51.1253494], [-113.9547565, 51.1253495]]]]}",R-1N,LI,490.1,5275.0,0.12,,2000.0,
2022,4001707,639 SADDLECREEK WY NE,480000.0,RE,Residential,480000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9549219, 51.1253494], [-113.9549224, 51.1257268], [-113.9550099, 51.1257206], [-113.9550878, 51.1257147], [-113.9550873, 51.1253494], [-113.9549219, 51.1253494]]]]}",R-1N,LI,479.4,5161.0,0.12,,2000.0,
2022,4001806,635 SADDLECREEK WY NE,437000.0,RE,Residential,437000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9550873, 51.1253494], [-113.9550878, 51.1257147], [-113.9551656, 51.1257111], [-113.9552436, 51.1257099], [-113.9552532, 51.1257099], [-113.9552527, 51.1253493], [-113.9550873, 51.1253494]]]]}",R-1N,LI,467.2,5029.0,0.12,,2000.0,
2022,4001905,631 SADDLECREEK WY NE,442000.0,RE,Residential,442000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9552527, 51.1253493], [-113.9552532, 51.1257099], [-113.9554186, 51.1257098], [-113.9554181, 51.1253492], [-113.9552527, 51.1253493]]]]}",R-1N,LI,465.2,5007.0,0.11,,2000.0,
2022,4002002,627 SADDLECREEK WY NE,439000.0,RE,Residential,439000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9554181, 51.1253492], [-113.9554186, 51.1257098], [-113.955584, 51.1257098], [-113.9555835, 51.1253491], [-113.9554181, 51.1253492]]]]}",R-1N,LI,465.0,5006.0,0.11,,2000.0,
2022,4002101,623 SADDLECREEK WY NE,451000.0,RE,Residential,451000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9555835, 51.1253491], [-113.955584, 51.1257098], [-113.9557407, 51.1257097], [-113.9557402, 51.125349], [-113.9555835, 51.1253491]]]]}",R-1N,LI,440.4,4741.0,0.11,,2000.0,
2022,4002200,619 SADDLECREEK WY NE,498000.0,RE,Residential,498000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9557402, 51.125349], [-113.9557407, 51.1257097], [-113.9559533, 51.1257096], [-113.9559528, 51.125349], [-113.9557402, 51.125349]]]]}",R-1N,LI,597.1,6428.0,0.15,,2001.0,
2022,4002309,615 SADDLECREEK WY NE,421500.0,RE,Residential,421500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9559528, 51.125349], [-113.9559533, 51.1257096], [-113.9561571, 51.1257095], [-113.9561566, 51.1253491], [-113.9559528, 51.125349]]]]}",R-1N,LI,572.5,6162.0,0.14,,1999.0,
2022,4002408,611 SADDLECREEK WY NE,424000.0,RE,Residential,424000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9561566, 51.1253491], [-113.9561571, 51.1257095], [-113.9563138, 51.1257094], [-113.9563133, 51.125349], [-113.9561566, 51.1253491]]]]}",R-1N,LI,440.0,4736.0,0.11,,2000.0,
2022,4002507,607 SADDLECREEK WY NE,442000.0,RE,Residential,442000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9563133, 51.125349], [-113.9563138, 51.1257094], [-113.9564705, 51.1257093], [-113.95647, 51.1253489], [-113.9563133, 51.125349]]]]}",R-1N,LI,439.8,4734.0,0.11,,2000.0,
2022,4002606,603 SADDLECREEK WY NE,509000.0,RE,Residential,509000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.95647, 51.1253489], [-113.9564705, 51.1257093], [-113.9566272, 51.1257092], [-113.9566267, 51.1253488], [-113.95647, 51.1253489]]]]}",R-1N,LI,439.7,4733.0,0.11,,2000.0,
2022,4002705,601 SADDLECREEK WY NE,447000.0,RE,Residential,447000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9566267, 51.1253488], [-113.9566272, 51.1257092], [-113.9567839, 51.1257091], [-113.9567835, 51.1253487], [-113.9566267, 51.1253488]]]]}",R-1N,LI,439.6,4731.0,0.11,,2001.0,
2022,4002804,105 SADDLECREEK CO NE,484500.0,RE,Residential,484500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9567835, 51.1253487], [-113.9567839, 51.1257091], [-113.9569407, 51.125709], [-113.9569402, 51.1253487], [-113.9567835, 51.1253487]]]]}",R-1N,LI,439.4,4730.0,0.11,,2000.0,
2022,4002903,109 SADDLECREEK CO NE,408500.0,RE,Residential,408500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9569402, 51.1253487], [-113.9569407, 51.125709], [-113.9570974, 51.1257089], [-113.9570969, 51.1253486], [-113.9569402, 51.1253487]]]]}",R-1N,LI,439.3,4729.0,0.11,,1999.0,
2022,4003000,113 SADDLECREEK CO NE,522500.0,RE,Residential,522500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9570969, 51.1253486], [-113.9570974, 51.1257089], [-113.9571508, 51.1257089], [-113.9571861, 51.1257074], [-113.9572208, 51.1257028], [-113.9572541, 51.1256952], [-113.9572536, 51.1253485], [-113.9570969, 51.1253486]]]]}",R-1N,LI,435.6,4689.0,0.11,,2000.0,
2022,4003109,117 SADDLECREEK CO NE,379500.0,RE,Residential,379500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9572536, 51.1253485], [-113.9572541, 51.1256952], [-113.9572799, 51.1256869], [-113.9573042, 51.1256769], [-113.9573264, 51.1256652], [-113.957352, 51.1256525], [-113.9573806, 51.1256427], [-113.9574114, 51.125636], [-113.9574435, 51.1256327], [-113.9574431, 51.1253493], [-113.9572536, 51.1253485]]]]}",R-1N,LI,456.7,4916.0,0.11,,2000.0,
2022,4003208,116 SADDLECREEK CO NE,468000.0,RE,Residential,468000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9573701, 51.1258616], [-113.9573335, 51.1258519], [-113.9572951, 51.1258459], [-113.9572556, 51.1258437], [-113.957256, 51.1261447], [-113.9572647, 51.1261447], [-113.9574212, 51.1261446], [-113.9574212, 51.1261393], [-113.9574212, 51.1261339], [-113.9574206, 51.1259046], [-113.9574206, 51.1258727], [-113.9573947, 51.1258683], [-113.9573701, 51.1258616]]]]}",R-1N,LI,373.0,4015.0,0.09,,2000.0,
2022,4003307,112 SADDLECREEK CO NE,449000.0,RE,Residential,449000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9570905, 51.125844], [-113.9570903, 51.1261446], [-113.9570991, 51.1261446], [-113.9572557, 51.1261446], [-113.9572558, 51.1258439], [-113.9572525, 51.1258439], [-113.9570905, 51.125844]]]]}",R-1N,LI,388.0,4177.0,0.1,,2000.0,
2022,4003406,108 SADDLECREEK CO NE,453000.0,RE,Residential,453000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9569251, 51.1258441], [-113.956925, 51.1261447], [-113.9569337, 51.1261447], [-113.9570903, 51.1261446], [-113.9570905, 51.125844], [-113.9569251, 51.1258441]]]]}",R-1N,LI,388.0,4177.0,0.1,,2000.0,
2022,4003505,104 SADDLECREEK CO NE,491000.0,RE,Residential,491000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9567998, 51.1258441], [-113.9567356, 51.1258846], [-113.956736, 51.1261344], [-113.9567354, 51.1261448], [-113.9567574, 51.1261451], [-113.956925, 51.1261447], [-113.9569251, 51.1258441], [-113.9567998, 51.1258441]]]]}",R-1N,LI,434.5,4677.0,0.11,,2000.0,
2022,4003604,820 SADDLECREEK WY NE,474000.0,RE,Residential,474000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9517224, 51.1274827], [-113.9517577, 51.127505], [-113.95208, 51.1277088], [-113.9521975, 51.1276329], [-113.9518312, 51.1274134], [-113.9517224, 51.1274827]]]]}",R-1N,LI,399.1,4296.0,0.1,,2001.0,
2022,4003703,816 SADDLECREEK WY NE,493000.0,RE,Residential,493000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9518312, 51.1274134], [-113.9521975, 51.1276329], [-113.9523174, 51.1275504], [-113.9519401, 51.1273386], [-113.9518312, 51.1274134]]]]}",R-1N,LI,421.2,4534.0,0.1,,2000.0,
2022,4003802,812 SADDLECREEK WY NE,518000.0,RE,Residential,518000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9519401, 51.1273386], [-113.9523174, 51.1275504], [-113.9524331, 51.1274655], [-113.952045, 51.1272615], [-113.9519401, 51.1273386]]]]}",R-1N,LI,421.2,4534.0,0.1,,1999.0,
2022,4003901,808 SADDLECREEK WY NE,455000.0,RE,Residential,455000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.952045, 51.1272615], [-113.9524331, 51.1274655], [-113.9525386, 51.127383], [-113.9521407, 51.1271866], [-113.952045, 51.1272615]]]]}",R-1N,LI,399.1,4296.0,0.1,,1999.0,
2022,4004008,764 SADDLECREEK WY NE,494500.0,RE,Residential,494500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9521407, 51.1271866], [-113.9525386, 51.127383], [-113.9526455, 51.1272937], [-113.9522377, 51.1271056], [-113.9521407, 51.1271866]]]]}",R-1N,LI,421.2,4534.0,0.1,,1999.0,
2022,4004107,760 SADDLECREEK WY NE,466000.0,RE,Residential,466000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9522377, 51.1271056], [-113.9526455, 51.1272937], [-113.9527478, 51.1272023], [-113.9523305, 51.1270227], [-113.9522377, 51.1271056]]]]}",R-1N,LI,421.2,4534.0,0.1,,2000.0,
2022,4004206,756 SADDLECREEK WY NE,458000.0,RE,Residential,458000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9523305, 51.1270227], [-113.9527478, 51.1272023], [-113.9528403, 51.1271138], [-113.9524144, 51.1269424], [-113.9523305, 51.1270227]]]]}",R-1N,LI,399.1,4296.0,0.1,,1999.0,
2022,4004305,752 SADDLECREEK WY NE,482000.0,RE,Residential,482000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9524987, 51.1268559], [-113.9524144, 51.1269424], [-113.9528403, 51.1271138], [-113.9529332, 51.1270185], [-113.9524987, 51.1268559]]]]}",R-1N,LI,421.2,4534.0,0.1,,2000.0,
2022,4004404,748 SADDLECREEK WY NE,529000.0,RE,Residential,529000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9524987, 51.1268559], [-113.9529332, 51.1270185], [-113.9530212, 51.1269214], [-113.9525786, 51.1267677], [-113.9524987, 51.1268559]]]]}",R-1N,LI,421.2,4534.0,0.1,,2000.0,
2022,4004503,744 SADDLECREEK WY NE,518500.0,RE,Residential,518500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9525786, 51.1267677], [-113.9530212, 51.1269214], [-113.9530999, 51.1268277], [-113.95265, 51.1266828], [-113.9525786, 51.1267677]]]]}",R-1N,LI,399.1,4296.0,0.1,,1999.0,
2022,4004602,740 SADDLECREEK WY NE,474000.0,RE,Residential,474000.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.95265, 51.1266828], [-113.9530999, 51.1268277], [-113.953178, 51.1267273], [-113.9527208, 51.1265916], [-113.95265, 51.1266828]]]]}",R-1N,LI,421.2,4534.0,0.1,,2000.0,
2022,4004701,736 SADDLECREEK WY NE,528500.0,RE,Residential,528500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9527208, 51.1265916], [-113.953178, 51.1267273], [-113.9532509, 51.1266253], [-113.9527869, 51.1264991], [-113.9527208, 51.1265916]]]]}",R-1N,LI,421.2,4534.0,0.1,,2000.0,
2022,4004800,732 SADDLECREEK WY NE,434500.0,RE,Residential,434500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9527869, 51.1264991], [-113.9532509, 51.1266253], [-113.953315, 51.1265274], [-113.9528451, 51.1264102], [-113.9527869, 51.1264991]]]]}",R-1N,LI,399.1,4296.0,0.1,,2000.0,
2022,4004909,728 SADDLECREEK WY NE,490500.0,RE,Residential,490500.0,SAD,SADDLE RIDGE,"{'type': 'MultiPolygon', 'coordinates': [[[[-113.9533682, 51.1264457], [-113.9529144, 51.1263054], [-113.9528687, 51.1263718], [-113.9528451, 51.1264102], [-113.953315, 51.1265274], [-113.9533411, 51.1264851], [-113.9533682, 51.1264457]]]]}",R-1N,LI,398.9,4293.0,0.1,,1999.0,
2023,10104909,119 HUNTINGTON GR NE,460000.0,RE,Residential,460000.0,HUN,HUNTINGTON HILLS,"{'type': 'MultiPolygon', 'coordinates': [[[[-114.0560743, 51.1217408], [-114.0562615, 51.121741], [-114.0562623, 51.1214643], [-114.056075, 51.1214641], [-114.0560743, 51.1217408]]]]}",R-C1,LI,403.3,4342.0,0.1,,1972.0,RE0110
